station,feature,rmse,changepoint_prior_scale,changepoint_range,seasonality_mode,mean_value
군산연안4_연안,총질소[μg/L],0.724996669,0.3,0.9,additive,492.9820689
군산연안4_연안,용존산소[mg/L],0.951511727,0.7,0.8,multiplicative,8.667372473
군산연안5_연안,투명도[m],2.100385496,0.7,0.9,additive,1.824153313
군산연안5_연안,화학적산소요구량[mg/L],1.292061401,0.7,0.8,multiplicative,1.956531723
군산연안5_연안,염분[psu],4.901050873,0.7,0.8,multiplicative,30.4949823
군산연안5_연안,클로로필-a[μg/L],1.494966685,0.7,0.8,multiplicative,-1.691206025
군산연안5_연안,총인[μg/L],0.44248917,0.7,0.8,multiplicative,42.4963047
군산연안5_연안,수온[℃],0.901120715,0.3,0.9,additive,15.85676762
군산연안5_연안,총질소[μg/L],0.614763954,0.7,0.9,multiplicative,454.7640999
군산연안5_연안,용존산소[mg/L],0.861319411,0.3,0.8,multiplicative,8.821965488
군산연안6_연안,투명도[m],1.842455,0.7,0.9,multiplicative,1.595267415
군산연안6_연안,화학적산소요구량[mg/L],0.565670667,0.7,0.9,multiplicative,2.183152204
군산연안6_연안,염분[psu],4.443910576,0.7,0.8,multiplicative,31.1505577
군산연안6_연안,클로로필-a[μg/L],2.17176416,0.3,0.9,multiplicative,6.045315313
군산연안6_연안,총인[μg/L],0.521563545,0.7,0.8,multiplicative,39.35445228
군산연안6_연안,수온[℃],0.993413508,0.3,0.9,additive,15.63813445
군산연안6_연안,총질소[μg/L],0.662054716,0.3,0.9,multiplicative,377.4753355
군산연안6_연안,용존산소[mg/L],0.582119463,0.3,0.9,additive,9.008665365
군산연안7_연안,투명도[m],1.799268019,0.7,0.8,additive,2.066862211
군산연안7_연안,화학적산소요구량[mg/L],1.480358263,0.3,0.8,multiplicative,1.915937016
군산연안7_연안,염분[psu],6.911076774,0.7,0.9,multiplicative,31.56459031
군산연안7_연안,클로로필-a[μg/L],2.141320979,0.7,0.8,additive,1.393108302
군산연안7_연안,총인[μg/L],0.417778362,0.7,0.8,multiplicative,31.28472978
군산연안7_연안,수온[℃],0.885840923,0.3,0.9,additive,15.41121549
군산연안7_연안,총질소[μg/L],0.933269948,0.7,0.8,multiplicative,226.3770059
군산연안7_연안,용존산소[mg/L],0.471738597,0.3,0.9,multiplicative,8.918361761
군산연안8_연안,투명도[m],1.057059506,0.3,0.8,additive,1.493725904
군산연안8_연안,화학적산소요구량[mg/L],1.284041115,0.7,0.9,multiplicative,2.177061251
군산연안8_연안,염분[psu],3.608925208,0.7,0.8,multiplicative,30.63398645
군산연안8_연안,클로로필-a[μg/L],1.478964827,0.7,0.8,multiplicative,-0.784735025
군산연안8_연안,총인[μg/L],0.40043983,0.5,0.8,multiplicative,41.58250251
군산연안8_연안,수온[℃],0.842473252,0.3,0.9,additive,15.26066028
군산연안8_연안,총질소[μg/L],0.89734536,0.3,0.9,multiplicative,353.7502587
군산연안8_연안,용존산소[mg/L],0.277343656,0.7,0.9,multiplicative,8.698532493
군산연안9_연안,투명도[m],2.090941691,0.7,0.8,additive,2.405433683
군산연안9_연안,화학적산소요구량[mg/L],1.508821739,0.3,0.8,additive,1.987371327
군산연안9_연안,염분[psu],3.482279341,0.7,0.8,multiplicative,31.09953028
군산연안9_연안,클로로필-a[μg/L],2.16050177,0.3,0.9,additive,5.064229531
군산연안9_연안,총인[μg/L],0.370133122,0.7,0.8,multiplicative,34.65720406
군산연안9_연안,수온[℃],0.896003797,0.3,0.8,additive,15.21482891
군산연안9_연안,총질소[μg/L],0.907748934,0.7,0.9,multiplicative,266.5372228
군산연안9_연안,용존산소[mg/L],0.671262398,0.3,0.8,additive,8.870339143
기장연안1_연안,투명도[m],0.572687875,0.7,0.8,additive,5.843512171
기장연안1_연안,화학적산소요구량[mg/L],0.608591408,0.3,0.9,additive,0.716844432
기장연안1_연안,염분[psu],1.189600396,0.3,0.8,additive,33.75501754
기장연안1_연안,클로로필-a[μg/L],1.164499551,0.3,0.9,multiplicative,1.096461943
기장연안1_연안,총인[μg/L],0.371947055,0.7,0.8,multiplicative,20.35172961
기장연안1_연안,수온[℃],0.537322676,0.7,0.8,additive,17.63449316
기장연안1_연안,총질소[μg/L],0.947745929,0.7,0.9,multiplicative,176.6261239
기장연안1_연안,용존산소[mg/L],0.417224686,0.3,0.9,multiplicative,8.238000629
기장연안2_연안,투명도[m],1.286925297,0.7,0.9,additive,4.290833233
기장연안2_연안,화학적산소요구량[mg/L],0.448029418,0.7,0.9,additive,0.854266143
기장연안2_연안,염분[psu],1.210744862,0.3,0.8,additive,33.75886069
기장연안2_연안,클로로필-a[μg/L],1.051468371,0.3,0.8,multiplicative,1.478789427
기장연안2_연안,총인[μg/L],0.584390678,0.7,0.8,multiplicative,20.05223114
기장연안2_연안,수온[℃],0.642732721,0.7,0.8,additive,17.76229044
기장연안2_연안,총질소[μg/L],0.762233485,0.3,0.9,multiplicative,211.8138714
기장연안2_연안,용존산소[mg/L],0.443889434,0.3,0.8,multiplicative,8.182903441
기장연안3_연안,투명도[m],0.740486926,0.7,0.8,additive,4.471486284
기장연안3_연안,화학적산소요구량[mg/L],0.556588212,0.3,0.8,multiplicative,0.721316916
기장연안3_연안,염분[psu],1.016959288,0.3,0.8,additive,33.79004683
기장연안3_연안,클로로필-a[μg/L],1.450171009,0.7,0.8,additive,0.561273115
기장연안3_연안,총인[μg/L],0.426250932,0.7,0.8,multiplicative,17.75290621
기장연안3_연안,수온[℃],0.632217602,0.7,0.9,additive,17.4814994
기장연안3_연안,총질소[μg/L],0.546040911,0.3,0.9,multiplicative,213.8096377
기장연안3_연안,용존산소[mg/L],0.380201804,0.5,0.9,multiplicative,8.313474097
남해도남안1_연안,투명도[m],0.811124257,0.3,0.9,additive,6.149008537
남해도남안1_연안,화학적산소요구량[mg/L],0.974805117,0.7,0.8,multiplicative,1.74481814
남해도남안1_연안,염분[psu],1.806957794,0.7,0.8,multiplicative,33.04046232
남해도남안1_연안,클로로필-a[μg/L],3.221114847,0.3,0.8,multiplicative,2.678810102
남해도남안1_연안,총인[μg/L],0.623690147,0.5,0.8,additive,13.48614285
남해도남안1_연안,수온[℃],1.013198752,0.7,0.8,additive,18.04947467
남해도남안1_연안,총질소[μg/L],0.397618117,0.7,0.9,multiplicative,122.6506992
남해도남안1_연안,용존산소[mg/L],1.140767208,0.7,0.8,additive,8.345540583
남해도남안2_연안,투명도[m],0.876709384,0.7,0.8,multiplicative,5.659925557
남해도남안2_연안,화학적산소요구량[mg/L],0.883829475,0.7,0.8,multiplicative,1.846737541
남해도남안2_연안,염분[psu],2.537407127,0.3,0.9,multiplicative,33.0468202
남해도남안2_연안,클로로필-a[μg/L],2.56123278,0.7,0.9,additive,0.458422954
남해도남안2_연안,총인[μg/L],0.160357533,0.7,0.9,multiplicative,15.23908259
남해도남안2_연안,수온[℃],0.850217476,0.7,0.8,additive,18.03645974
남해도남안2_연안,총질소[μg/L],0.517073962,0.7,0.8,additive,97.17882887
남해도남안2_연안,용존산소[mg/L],1.344746857,0.7,0.9,additive,8.230026942
남해도남안3_연안,투명도[m],0.924683514,0.3,0.8,additive,7.975299076
남해도남안3_연안,화학적산소요구량[mg/L],2.275143142,0.5,0.9,additive,1.218410406
남해도남안3_연안,염분[psu],2.354327248,0.3,0.8,multiplicative,33.24658851
남해도남안3_연안,클로로필-a[μg/L],2.429362765,0.7,0.8,additive,0.627529088
남해도남안3_연안,총인[μg/L],0.452605572,0.7,0.8,multiplicative,17.05398314
남해도남안3_연안,수온[℃],0.731458939,0.3,0.8,additive,18.64650591
남해도남안3_연안,총질소[μg/L],0.506046616,0.7,0.9,multiplicative,125.3452365
남해도남안3_연안,용존산소[mg/L],1.424078754,0.7,0.8,multiplicative,8.606799271
남해도남안4_연안,투명도[m],0.481312338,0.7,0.8,multiplicative,4.358718358
남해도남안4_연안,화학적산소요구량[mg/L],1.218199321,0.5,0.8,multiplicative,1.304673351
남해도남안4_연안,염분[psu],1.925803545,0.5,0.9,multiplicative,33.16706469
남해도남안4_연안,클로로필-a[μg/L],1.431626359,0.3,0.9,additive,1.201784982
남해도남안4_연안,총인[μg/L],0.342872037,0.5,0.9,multiplicative,18.57207352
남해도남안4_연안,수온[℃],0.928277234,0.7,0.8,additive,18.33203405
남해도남안4_연안,총질소[μg/L],0.502777767,0.7,0.9,multiplicative,121.067512
남해도남안4_연안,용존산소[mg/L],0.651047085,0.7,0.9,multiplicative,8.744454869
남해도남안5_연안,투명도[m],0.710854936,0.5,0.9,additive,3.884920852
남해도남안5_연안,화학적산소요구량[mg/L],0.475411641,0.7,0.9,multiplicative,1.454183952
남해도남안5_연안,염분[psu],1.595571606,0.5,0.8,multiplicative,32.95014524
남해도남안5_연안,클로로필-a[μg/L],2.94631066,0.3,0.9,additive,0.22756142
남해도남안5_연안,총인[μg/L],0.513981135,0.7,0.9,multiplicative,22.00590142
남해도남안5_연안,수온[℃],0.925092366,0.7,0.9,additive,17.55617354
남해도남안5_연안,총질소[μg/L],0.329547885,0.3,0.9,multiplicative,183.9066026
남해도남안5_연안,용존산소[mg/L],1.040022938,0.7,0.9,additive,8.112146261
도암만1_환경관리,투명도[m],0.59606495,0.7,0.9,additive,1.769500534
도암만1_환경관리,화학적산소요구량[mg/L],0.238561945,0.7,0.8,multiplicative,1.285284318
도암만1_환경관리,염분[psu],1.154791465,0.7,0.9,multiplicative,32.79036218
도암만1_환경관리,클로로필-a[μg/L],0.424149623,0.7,0.9,multiplicative,1.493906082
도암만1_환경관리,총인[μg/L],0.358765629,0.5,0.8,additive,28.28641103
도암만1_환경관리,수온[℃],0.978704171,0.7,0.9,multiplicative,15.99137079
도암만1_환경관리,총질소[μg/L],0.331911449,0.7,0.9,multiplicative,277.1030796
도암만1_환경관리,용존산소[mg/L],0.258143639,0.5,0.9,additive,8.763153816
도암만2_환경관리,투명도[m],0.43339321,0.5,0.9,multiplicative,1.508369802
도암만2_환경관리,화학적산소요구량[mg/L],0.510453603,0.3,0.9,additive,1.668711424
도암만2_환경관리,염분[psu],1.398962613,0.3,0.9,additive,32.32298218
도암만2_환경관리,클로로필-a[μg/L],0.786487571,0.3,0.9,additive,2.199295959
도암만2_환경관리,총인[μg/L],0.326835297,0.3,0.8,multiplicative,28.58884659
도암만2_환경관리,수온[℃],1.020642246,0.7,0.9,additive,17.70172772
도암만2_환경관리,총질소[μg/L],0.350476499,0.3,0.9,multiplicative,286.3074997
도암만2_환경관리,용존산소[mg/L],0.49715126,0.7,0.8,additive,9.129515526
동해연안1_연안,투명도[m],0.386194691,0.5,0.8,multiplicative,7.220404635
동해연안1_연안,화학적산소요구량[mg/L],0.561145163,0.5,0.8,additive,1.105982845
동해연안1_연안,염분[psu],2.357327449,0.3,0.9,multiplicative,33.796194
동해연안1_연안,클로로필-a[μg/L],0.670915944,0.3,0.9,multiplicative,0.045442055
동해연안1_연안,총인[μg/L],0.471043192,0.3,0.9,multiplicative,14.96967467
동해연안1_연안,수온[℃],0.42584208,0.7,0.9,additive,16.37348362
동해연안1_연안,총질소[μg/L],0.471285635,0.7,0.9,multiplicative,204.1152047
동해연안1_연안,용존산소[mg/L],0.436875235,0.5,0.9,multiplicative,8.618476539
동해연안2_연안,투명도[m],1.178629994,0.5,0.9,multiplicative,9.953115153
동해연안2_연안,화학적산소요구량[mg/L],0.895261114,0.7,0.8,additive,1.315349165
동해연안2_연안,염분[psu],1.777810548,0.3,0.9,multiplicative,33.66754154
동해연안2_연안,클로로필-a[μg/L],2.290849139,0.3,0.9,multiplicative,0.235727509
동해연안2_연안,총인[μg/L],0.471700056,0.3,0.9,multiplicative,15.6362322
동해연안2_연안,수온[℃],0.390280918,0.3,0.8,additive,16.52420961
동해연안2_연안,총질소[μg/L],0.529717385,0.7,0.9,multiplicative,180.4480137
동해연안2_연안,용존산소[mg/L],0.697442729,0.7,0.9,additive,8.849444875
동해연안3_연안,투명도[m],0.777290772,0.7,0.9,multiplicative,9.736833698
동해연안3_연안,화학적산소요구량[mg/L],0.797756388,0.3,0.8,multiplicative,0.931094932
동해연안3_연안,염분[psu],1.591321627,0.3,0.9,multiplicative,33.77313001
동해연안3_연안,클로로필-a[μg/L],2.1776982,0.7,0.9,multiplicative,0.293353106
동해연안3_연안,총인[μg/L],0.39544419,0.5,0.9,multiplicative,17.70623563
동해연안3_연안,수온[℃],0.389893728,0.7,0.9,additive,16.41338133
동해연안3_연안,총질소[μg/L],0.532459701,0.7,0.9,multiplicative,179.5851175
동해연안3_연안,용존산소[mg/L],0.781350281,0.7,0.8,multiplicative,8.80194375
동해연안4_연안,투명도[m],1.224868586,0.5,0.9,multiplicative,10.90055131
동해연안4_연안,화학적산소요구량[mg/L],0.294425025,0.7,0.9,multiplicative,0.962230173
동해연안4_연안,염분[psu],1.411357106,0.3,0.8,multiplicative,33.93724971
동해연안4_연안,클로로필-a[μg/L],2.955428478,0.7,0.8,additive,0.285291178
동해연안4_연안,총인[μg/L],0.457901364,0.3,0.8,multiplicative,16.88887575
동해연안4_연안,수온[℃],0.417605673,0.3,0.9,additive,16.19251078
동해연안4_연안,총질소[μg/L],0.877821329,0.5,0.9,multiplicative,133.7409028
동해연안4_연안,용존산소[mg/L],0.390022732,0.3,0.9,multiplicative,8.65567512
득량만1_환경관리,투명도[m],1.121094019,0.7,0.9,multiplicative,1.179763518
득량만1_환경관리,화학적산소요구량[mg/L],0.515355407,0.5,0.9,multiplicative,1.15561632
득량만1_환경관리,염분[psu],3.055727249,0.7,0.8,multiplicative,31.65436518
득량만1_환경관리,클로로필-a[μg/L],1.284739876,0.5,0.9,multiplicative,0.77875492
득량만1_환경관리,총인[μg/L],0.682773881,0.7,0.9,multiplicative,34.18910656
득량만1_환경관리,수온[℃],1.056271162,0.7,0.9,multiplicative,16.70192648
득량만1_환경관리,총질소[μg/L],0.209434795,0.3,0.9,multiplicative,335.9750106
득량만1_환경관리,용존산소[mg/L],0.998012929,0.3,0.9,additive,8.337576447
득량만2_환경관리,투명도[m],0.893033238,0.7,0.9,additive,2.033659634
득량만2_환경관리,화학적산소요구량[mg/L],0.722987567,0.7,0.9,additive,1.689763678
득량만2_환경관리,염분[psu],1.87876128,0.7,0.8,multiplicative,32.03212074
득량만2_환경관리,클로로필-a[μg/L],1.197305121,0.3,0.9,multiplicative,1.352905681
득량만2_환경관리,총인[μg/L],0.674740319,0.7,0.8,multiplicative,30.99010586
득량만2_환경관리,수온[℃],1.193216449,0.3,0.9,additive,16.8456498
득량만2_환경관리,총질소[μg/L],0.258546346,0.3,0.9,multiplicative,288.3542593
득량만2_환경관리,용존산소[mg/L],1.064934811,0.3,0.8,additive,8.153549073
득량만3_환경관리,투명도[m],0.705587856,0.3,0.8,additive,2.162585631
득량만3_환경관리,화학적산소요구량[mg/L],0.606129891,0.7,0.9,additive,1.661677024
득량만3_환경관리,염분[psu],1.393389677,0.7,0.8,multiplicative,32.11513518
득량만3_환경관리,클로로필-a[μg/L],0.670502749,0.5,0.8,multiplicative,3.96954947
득량만3_환경관리,총인[μg/L],0.33036762,0.7,0.8,multiplicative,31.60438441
득량만3_환경관리,수온[℃],1.354147045,0.3,0.9,additive,17.2462794
득량만3_환경관리,총질소[μg/L],0.311009582,0.5,0.9,multiplicative,215.4066408
득량만3_환경관리,용존산소[mg/L],0.815130205,0.7,0.8,multiplicative,8.734441515
마산만1_환경관리,투명도[m],0.505372693,0.3,0.8,additive,2.056129106
마산만1_환경관리,화학적산소요구량[mg/L],0.71362884,0.7,0.9,multiplicative,2.859679163
마산만1_환경관리,염분[psu],5.51110401,0.7,0.8,multiplicative,31.58740513
마산만1_환경관리,클로로필-a[μg/L],0.557941552,0.5,0.8,multiplicative,13.0823195
마산만1_환경관리,총인[μg/L],0.650519916,0.3,0.9,multiplicative,52.89475078
마산만1_환경관리,수온[℃],1.130522453,0.7,0.9,additive,17.4161891
마산만1_환경관리,총질소[μg/L],1.078250762,0.3,0.8,multiplicative,284.1672532
마산만1_환경관리,용존산소[mg/L],0.725250146,0.3,0.9,additive,9.318159633
마산만2_환경관리,투명도[m],0.637177909,0.3,0.9,additive,3.755995777
마산만2_환경관리,화학적산소요구량[mg/L],0.776376404,0.7,0.9,multiplicative,2.619961967
마산만2_환경관리,염분[psu],3.138124998,0.5,0.8,multiplicative,31.8044941
마산만2_환경관리,클로로필-a[μg/L],0.559300083,0.7,0.8,multiplicative,4.476813641
마산만2_환경관리,총인[μg/L],0.331245198,0.7,0.9,multiplicative,45.70508629
마산만2_환경관리,수온[℃],1.179589535,0.7,0.8,additive,17.21793494
마산만2_환경관리,총질소[μg/L],0.878705786,0.3,0.9,multiplicative,302.7635205
마산만2_환경관리,용존산소[mg/L],0.731842218,0.3,0.8,multiplicative,9.454494708
보령연안1_연안,투명도[m],0.359682243,0.7,0.8,multiplicative,2.08271719
보령연안1_연안,화학적산소요구량[mg/L],0.709374816,0.7,0.8,multiplicative,1.185577017
보령연안1_연안,염분[psu],7.938077048,0.7,0.8,multiplicative,31.54720999
보령연안1_연안,클로로필-a[μg/L],0.881275742,0.5,0.9,multiplicative,3.173578382
보령연안1_연안,총인[μg/L],0.552316833,0.7,0.8,multiplicative,30.21912627
보령연안1_연안,수온[℃],0.93120396,0.3,0.8,additive,15.28399103
보령연안1_연안,총질소[μg/L],1.08557899,0.3,0.9,multiplicative,186.3133438
보령연안1_연안,용존산소[mg/L],0.47317517,0.7,0.8,multiplicative,8.714152737
보령연안2_연안,투명도[m],0.567994691,0.5,0.9,multiplicative,2.127963063
보령연안2_연안,화학적산소요구량[mg/L],0.931005389,0.7,0.9,multiplicative,1.49669332
보령연안2_연안,염분[psu],5.857328584,0.7,0.9,multiplicative,31.73392289
보령연안2_연안,클로로필-a[μg/L],1.033852986,0.7,0.9,multiplicative,2.663287682
보령연안2_연안,총인[μg/L],0.446185078,0.7,0.8,multiplicative,32.85091352
보령연안2_연안,수온[℃],0.991591851,0.3,0.8,additive,15.50372763
보령연안2_연안,총질소[μg/L],0.558737496,0.7,0.8,multiplicative,185.9503802
보령연안2_연안,용존산소[mg/L],0.296914989,0.3,0.8,additive,8.618009631
보령연안3_연안,투명도[m],1.014516359,0.3,0.9,additive,2.446982758
보령연안3_연안,화학적산소요구량[mg/L],1.356242543,0.3,0.9,multiplicative,1.44538389
보령연안3_연안,염분[psu],6.33039908,0.7,0.9,multiplicative,31.55201211
보령연안3_연안,클로로필-a[μg/L],1.124309632,0.3,0.9,multiplicative,4.129123218
보령연안3_연안,총인[μg/L],0.571348595,0.5,0.8,multiplicative,31.9818294
보령연안3_연안,수온[℃],0.955115203,0.3,0.8,additive,15.53802815
보령연안3_연안,총질소[μg/L],0.554275049,0.7,0.8,multiplicative,167.3372542
보령연안3_연안,용존산소[mg/L],0.262412826,0.3,0.8,additive,8.77567808
부산연안1_환경관리,투명도[m],1.676004566,0.5,0.8,multiplicative,3.954253897
부산연안1_환경관리,화학적산소요구량[mg/L],0.512515602,0.7,0.8,additive,0.984891245
부산연안1_환경관리,염분[psu],1.261722648,0.3,0.8,additive,33.59134765
부산연안1_환경관리,클로로필-a[μg/L],1.043276781,0.5,0.8,additive,1.745126457
부산연안1_환경관리,총인[μg/L],0.809553142,0.7,0.9,multiplicative,20.78318632
부산연안1_환경관리,수온[℃],0.632423429,0.7,0.9,additive,18.32564573
부산연안1_환경관리,총질소[μg/L],0.933461113,0.5,0.9,additive,208.2168359
부산연안1_환경관리,용존산소[mg/L],0.347753943,0.7,0.8,multiplicative,8.413306441
부산연안2_환경관리,투명도[m],2.43327391,0.3,0.9,multiplicative,4.002314506
부산연안2_환경관리,화학적산소요구량[mg/L],0.528952498,0.7,0.9,additive,1.082368516
부산연안2_환경관리,염분[psu],0.95255452,0.7,0.8,multiplicative,32.87460226
부산연안2_환경관리,클로로필-a[μg/L],0.826768076,0.7,0.8,additive,1.194815177
부산연안2_환경관리,총인[μg/L],0.732160263,0.3,0.9,multiplicative,34.56170013
부산연안2_환경관리,수온[℃],0.711947054,0.7,0.9,additive,18.29199082
부산연안2_환경관리,총질소[μg/L],0.658310653,0.7,0.9,multiplicative,292.5926781
부산연안2_환경관리,용존산소[mg/L],0.339265728,0.5,0.8,multiplicative,8.483465691
부산연안3_환경관리,투명도[m],1.414504687,0.3,0.8,multiplicative,3.609386265
부산연안3_환경관리,화학적산소요구량[mg/L],0.73206219,0.3,0.9,multiplicative,1.243206008
부산연안3_환경관리,염분[psu],1.327736537,0.3,0.8,additive,33.3680172
부산연안3_환경관리,클로로필-a[μg/L],1.093288251,0.7,0.8,additive,2.006165107
부산연안3_환경관리,총인[μg/L],0.63962276,0.7,0.9,multiplicative,29.1361316
부산연안3_환경관리,수온[℃],0.698314373,0.7,0.8,additive,18.27831563
부산연안3_환경관리,총질소[μg/L],0.700249063,0.7,0.9,multiplicative,370.5386912
부산연안3_환경관리,용존산소[mg/L],0.40635472,0.3,0.8,additive,8.687326048
부산연안4_환경관리,투명도[m],0.830666292,0.3,0.8,multiplicative,4.33220138
부산연안4_환경관리,화학적산소요구량[mg/L],0.378590474,0.3,0.8,multiplicative,0.946335142
부산연안4_환경관리,염분[psu],1.154742669,0.7,0.9,additive,34.23380996
부산연안4_환경관리,클로로필-a[μg/L],0.684873057,0.3,0.8,multiplicative,2.723267766
부산연안4_환경관리,총인[μg/L],0.361729045,0.7,0.8,additive,20.60822164
부산연안4_환경관리,수온[℃],0.672844381,0.7,0.9,additive,17.47763586
부산연안4_환경관리,총질소[μg/L],0.714662712,0.7,0.9,multiplicative,240.565814
부산연안4_환경관리,용존산소[mg/L],0.252979888,0.7,0.9,multiplicative,8.623504848
사천연안1_연안,투명도[m],1.090227583,0.3,0.9,additive,3.404559644
사천연안1_연안,화학적산소요구량[mg/L],1.084216754,0.7,0.9,additive,1.17372581
사천연안1_연안,염분[psu],7.145714058,0.3,0.8,multiplicative,32.30316593
사천연안1_연안,클로로필-a[μg/L],0.543120158,0.7,0.8,multiplicative,2.047646981
사천연안1_연안,총인[μg/L],0.303270083,0.7,0.9,multiplicative,22.95620067
사천연안1_연안,수온[℃],1.028853325,0.3,0.9,additive,17.15058725
사천연안1_연안,총질소[μg/L],0.412704098,0.7,0.9,multiplicative,352.6766946
사천연안1_연안,용존산소[mg/L],0.172468789,0.3,0.9,additive,7.803835194
사천연안2_연안,투명도[m],0.426951805,0.3,0.9,additive,2.898239454
사천연안2_연안,화학적산소요구량[mg/L],0.838581606,0.7,0.8,additive,1.339137264
사천연안2_연안,염분[psu],3.189760962,0.7,0.9,additive,33.14206304
사천연안2_연안,클로로필-a[μg/L],0.498428415,0.3,0.8,multiplicative,2.247124566
사천연안2_연안,총인[μg/L],0.153002189,0.5,0.9,multiplicative,30.34713883
사천연안2_연안,수온[℃],1.012563498,0.7,0.9,multiplicative,17.79242376
사천연안2_연안,총질소[μg/L],0.591485384,0.7,0.9,multiplicative,158.659361
사천연안2_연안,용존산소[mg/L],0.396630677,0.3,0.8,additive,7.915849312
사천연안3_연안,투명도[m],0.228530643,0.7,0.8,multiplicative,3.169405545
사천연안3_연안,화학적산소요구량[mg/L],0.519307095,0.7,0.8,additive,1.325162057
사천연안3_연안,염분[psu],2.44954961,0.7,0.9,additive,33.05556415
사천연안3_연안,클로로필-a[μg/L],0.333665439,0.3,0.8,multiplicative,1.995410733
사천연안3_연안,총인[μg/L],0.25053801,0.3,0.8,multiplicative,23.00730331
사천연안3_연안,수온[℃],1.124270929,0.5,0.8,additive,17.74186696
사천연안3_연안,총질소[μg/L],0.457164236,0.7,0.9,multiplicative,186.3643936
사천연안3_연안,용존산소[mg/L],0.277407398,0.3,0.8,additive,8.760204813
삼척연안1_연안,투명도[m],0.853818435,0.3,0.9,additive,10.80858696
삼척연안1_연안,화학적산소요구량[mg/L],0.53316733,0.7,0.8,additive,1.192301931
삼척연안1_연안,염분[psu],1.47976636,0.5,0.9,multiplicative,33.78627074
삼척연안1_연안,클로로필-a[μg/L],0.507441513,0.3,0.9,multiplicative,1.016442833
삼척연안1_연안,총인[μg/L],0.448451075,0.3,0.8,multiplicative,16.83961391
삼척연안1_연안,수온[℃],0.417976966,0.7,0.8,additive,16.96065296
삼척연안1_연안,총질소[μg/L],0.97354356,0.7,0.8,multiplicative,134.6143555
삼척연안1_연안,용존산소[mg/L],0.63229075,0.7,0.9,multiplicative,8.637973806
삼척연안2_연안,투명도[m],1.043568794,0.5,0.9,additive,9.557908395
삼척연안2_연안,화학적산소요구량[mg/L],0.492802846,0.7,0.8,additive,1.226469656
삼척연안2_연안,염분[psu],1.941786294,0.3,0.8,additive,33.67066925
삼척연안2_연안,클로로필-a[μg/L],0.634113419,0.3,0.8,multiplicative,1.392857232
삼척연안2_연안,총인[μg/L],0.382523048,0.7,0.8,multiplicative,18.67468491
삼척연안2_연안,수온[℃],0.483023581,0.7,0.9,additive,16.77267771
삼척연안2_연안,총질소[μg/L],0.844682654,0.7,0.9,additive,165.1966438
삼척연안2_연안,용존산소[mg/L],1.070299901,0.7,0.8,multiplicative,8.777264686
삼척연안3_연안,투명도[m],0.785942167,0.3,0.8,additive,10.9242014
삼척연안3_연안,화학적산소요구량[mg/L],0.319873149,0.7,0.8,additive,1.600979246
삼척연안3_연안,염분[psu],2.27479821,0.5,0.8,multiplicative,33.48242111
삼척연안3_연안,클로로필-a[μg/L],0.77658057,0.7,0.9,additive,0.82721663
삼척연안3_연안,총인[μg/L],0.556646349,0.3,0.8,multiplicative,17.0836483
삼척연안3_연안,수온[℃],0.424049223,0.7,0.9,additive,17.21313025
삼척연안3_연안,총질소[μg/L],0.804031323,0.5,0.9,additive,152.8428829
삼척연안3_연안,용존산소[mg/L],0.915559795,0.7,0.8,multiplicative,8.75129779
속초연안2_연안,투명도[m],0.4676208,0.5,0.9,additive,9.410566403
속초연안2_연안,화학적산소요구량[mg/L],0.588251779,0.7,0.9,multiplicative,0.727219726
속초연안2_연안,염분[psu],0.901832647,0.7,0.8,multiplicative,33.8330333
속초연안2_연안,클로로필-a[μg/L],0.905411631,0.7,0.9,additive,-0.170831675
속초연안2_연안,총인[μg/L],0.344307847,0.7,0.9,multiplicative,17.55228859
속초연안2_연안,수온[℃],0.540005746,0.7,0.9,additive,15.61890369
속초연안2_연안,총질소[μg/L],0.766647851,0.3,0.8,multiplicative,183.6256572
속초연안2_연안,용존산소[mg/L],0.31751666,0.7,0.8,multiplicative,8.89063624
속초연안3_연안,투명도[m],0.690855739,0.5,0.9,additive,10.42555766
속초연안3_연안,화학적산소요구량[mg/L],1.023358701,0.7,0.9,multiplicative,0.905667922
속초연안3_연안,염분[psu],0.872276699,0.3,0.8,multiplicative,33.66473993
속초연안3_연안,클로로필-a[μg/L],1.345273494,0.7,0.8,additive,-0.458811334
속초연안3_연안,총인[μg/L],0.340538973,0.3,0.9,multiplicative,15.57660147
속초연안3_연안,수온[℃],0.565253755,0.7,0.9,additive,15.50470607
속초연안3_연안,총질소[μg/L],0.72805312,0.5,0.8,multiplicative,168.5672388
속초연안3_연안,용존산소[mg/L],0.320087826,0.7,0.8,multiplicative,8.742236039
속초연안4_연안,투명도[m],0.811071222,0.7,0.8,additive,12.01123057
속초연안4_연안,화학적산소요구량[mg/L],0.525133722,0.7,0.9,additive,0.957536504
속초연안4_연안,염분[psu],0.762714277,0.3,0.9,multiplicative,33.5484413
속초연안4_연안,클로로필-a[μg/L],1.187633104,0.7,0.9,additive,0.407266385
속초연안4_연안,총인[μg/L],0.403512667,0.5,0.9,multiplicative,15.28066996
속초연안4_연안,수온[℃],0.501818393,0.7,0.9,additive,16.71477299
속초연안4_연안,총질소[μg/L],0.681817938,0.5,0.9,multiplicative,168.7551593
속초연안4_연안,용존산소[mg/L],0.480360918,0.7,0.9,multiplicative,8.863875991
