station,feature,rmse,changepoint_prior_scale,changepoint_range,seasonality_mode,mean_value
신안연안1_연안,투명도[m],0.624187181,0.5,0.8,multiplicative,1.201735918
신안연안1_연안,화학적산소요구량[mg/L],0.590702392,0.7,0.8,additive,1.504426168
신안연안1_연안,염분[psu],1.444889423,0.5,0.8,multiplicative,31.93945664
신안연안1_연안,클로로필-a[μg/L],2.088650389,0.7,0.8,multiplicative,0.050870525
신안연안1_연안,총인[μg/L],0.6801735,0.3,0.9,multiplicative,25.88906357
신안연안1_연안,수온[℃],0.946717481,0.7,0.9,multiplicative,15.26303178
신안연안1_연안,총질소[μg/L],0.55486807,0.7,0.9,multiplicative,389.3293624
신안연안1_연안,용존산소[mg/L],0.211390373,0.7,0.9,additive,8.488049535
신안연안2_연안,투명도[m],1.102503616,0.5,0.9,additive,1.18657621
신안연안2_연안,화학적산소요구량[mg/L],0.408379297,0.3,0.8,additive,1.45078785
신안연안2_연안,염분[psu],1.184300022,0.3,0.8,multiplicative,32.39918379
신안연안2_연안,클로로필-a[μg/L],2.854360983,0.7,0.8,multiplicative,0.702733736
신안연안2_연안,총인[μg/L],0.347639049,0.5,0.9,multiplicative,22.49841829
신안연안2_연안,수온[℃],1.022558169,0.7,0.9,additive,16.35016279
신안연안2_연안,총질소[μg/L],0.251747043,0.3,0.9,multiplicative,350.5122808
신안연안2_연안,용존산소[mg/L],0.467739243,0.7,0.9,multiplicative,8.47829138
양양연안1_연안,투명도[m],0.950327543,0.7,0.9,additive,11.41452612
양양연안1_연안,화학적산소요구량[mg/L],1.110438964,0.5,0.8,multiplicative,1.000323405
양양연안1_연안,염분[psu],0.957190952,0.3,0.9,multiplicative,33.74782529
양양연안1_연안,클로로필-a[μg/L],1.144685518,0.5,0.8,additive,-0.553095255
양양연안1_연안,총인[μg/L],0.441397375,0.3,0.8,multiplicative,16.3676032
양양연안1_연안,수온[℃],0.455429619,0.7,0.9,additive,16.68414457
양양연안1_연안,총질소[μg/L],0.643384986,0.3,0.9,multiplicative,157.1946972
양양연안1_연안,용존산소[mg/L],0.232395364,0.7,0.8,multiplicative,8.863473327
양양연안2_연안,투명도[m],0.809347245,0.3,0.9,additive,10.43976539
양양연안2_연안,화학적산소요구량[mg/L],0.748423506,0.7,0.8,additive,1.190660107
양양연안2_연안,염분[psu],0.608707021,0.3,0.9,multiplicative,33.755834
양양연안2_연안,클로로필-a[μg/L],1.659382495,0.7,0.8,additive,-0.767879119
양양연안2_연안,총인[μg/L],0.504334116,0.7,0.8,multiplicative,18.0398253
양양연안2_연안,수온[℃],0.492654053,0.7,0.8,additive,16.41146878
양양연안2_연안,총질소[μg/L],0.743369932,0.7,0.9,multiplicative,156.6547225
양양연안2_연안,용존산소[mg/L],0.364250335,0.7,0.8,multiplicative,8.808861069
여수연안1_연안,투명도[m],1.045287061,0.3,0.8,multiplicative,3.316501902
여수연안1_연안,화학적산소요구량[mg/L],1.023434012,0.7,0.8,multiplicative,1.79746097
여수연안1_연안,염분[psu],2.933216803,0.3,0.8,multiplicative,32.06837656
여수연안1_연안,클로로필-a[μg/L],4.452362989,0.3,0.8,additive,2.130367064
여수연안1_연안,총인[μg/L],0.279002655,0.3,0.8,multiplicative,30.21690649
여수연안1_연안,수온[℃],1.109401218,0.7,0.9,multiplicative,16.5135019
여수연안1_연안,총질소[μg/L],0.354645129,0.7,0.9,multiplicative,240.8648852
여수연안1_연안,용존산소[mg/L],0.644118488,0.3,0.8,multiplicative,8.698527357
여수연안2_연안,투명도[m],0.666236136,0.3,0.9,multiplicative,2.611428715
여수연안2_연안,화학적산소요구량[mg/L],0.280978482,0.3,0.8,additive,1.535877108
여수연안2_연안,염분[psu],1.756356018,0.3,0.8,multiplicative,31.96721176
여수연안2_연안,클로로필-a[μg/L],0.568401631,0.7,0.9,multiplicative,1.630197442
여수연안2_연안,총인[μg/L],0.231285133,0.7,0.8,multiplicative,28.94998594
여수연안2_연안,수온[℃],1.283430881,0.7,0.9,multiplicative,16.62504411
여수연안2_연안,총질소[μg/L],0.269255032,0.7,0.9,multiplicative,238.5471558
여수연안2_연안,용존산소[mg/L],0.635989203,0.7,0.8,multiplicative,8.632856572
여수연안3_연안,투명도[m],0.400138197,0.7,0.8,multiplicative,2.357466609
여수연안3_연안,화학적산소요구량[mg/L],0.3992784,0.7,0.9,additive,1.578037681
여수연안3_연안,염분[psu],2.263036089,0.3,0.8,multiplicative,32.24291502
여수연안3_연안,클로로필-a[μg/L],2.616341645,0.3,0.9,additive,1.658742337
여수연안3_연안,총인[μg/L],0.139878572,0.7,0.8,multiplicative,29.31699069
여수연안3_연안,수온[℃],1.169930532,0.7,0.9,multiplicative,16.68833646
여수연안3_연안,총질소[μg/L],0.27308601,0.7,0.9,multiplicative,206.0714355
여수연안3_연안,용존산소[mg/L],0.372469165,0.5,0.8,multiplicative,8.508248766
여수연안4_연안,투명도[m],0.825832194,0.7,0.9,additive,4.336342398
여수연안4_연안,화학적산소요구량[mg/L],1.267220506,0.7,0.8,additive,1.48503789
여수연안4_연안,염분[psu],1.958634081,0.3,0.8,multiplicative,32.53374944
여수연안4_연안,클로로필-a[μg/L],1.724883679,0.3,0.8,additive,1.297794734
여수연안4_연안,총인[μg/L],0.432507465,0.7,0.8,multiplicative,19.95800405
여수연안4_연안,수온[℃],1.075406707,0.7,0.9,multiplicative,16.84418782
여수연안4_연안,총질소[μg/L],0.707009433,0.7,0.9,multiplicative,96.14012559
여수연안4_연안,용존산소[mg/L],0.566236363,0.7,0.9,multiplicative,8.592577157
여수연안5_연안,투명도[m],0.839489344,0.7,0.9,additive,4.404013536
여수연안5_연안,화학적산소요구량[mg/L],0.654890723,0.7,0.8,additive,1.474197041
여수연안5_연안,염분[psu],1.987786727,0.3,0.8,multiplicative,32.33340181
여수연안5_연안,클로로필-a[μg/L],1.783012911,0.5,0.8,multiplicative,4.548234365
여수연안5_연안,총인[μg/L],0.248510496,0.3,0.9,multiplicative,16.68345365
여수연안5_연안,수온[℃],1.202044841,0.7,0.9,additive,17.63614819
여수연안5_연안,총질소[μg/L],0.558886229,0.3,0.9,multiplicative,195.8158119
여수연안5_연안,용존산소[mg/L],0.559141632,0.5,0.8,multiplicative,8.988705155
영일만10_연안,투명도[m],0.900408955,0.7,0.8,multiplicative,6.683180792
영일만10_연안,화학적산소요구량[mg/L],0.8961809,0.3,0.8,multiplicative,1.20979607
영일만10_연안,염분[psu],0.842964155,0.7,0.8,multiplicative,33.34003319
영일만10_연안,클로로필-a[μg/L],0.25710368,0.3,0.8,multiplicative,1.259025789
영일만10_연안,총인[μg/L],0.494428074,0.3,0.8,multiplicative,17.20002255
영일만10_연안,수온[℃],0.653531303,0.5,0.9,additive,17.14710636
영일만10_연안,총질소[μg/L],0.910621111,0.7,0.8,multiplicative,162.8918799
영일만10_연안,용존산소[mg/L],0.768055165,0.3,0.8,additive,8.559662612
영일만11_연안,투명도[m],0.997746788,0.3,0.9,multiplicative,7.027562388
영일만11_연안,화학적산소요구량[mg/L],0.436120001,0.3,0.8,additive,1.612179457
영일만11_연안,염분[psu],0.888577079,0.5,0.9,multiplicative,33.48375192
영일만11_연안,클로로필-a[μg/L],0.698139636,0.7,0.8,multiplicative,1.53073678
영일만11_연안,총인[μg/L],0.589605023,0.7,0.9,multiplicative,14.79412237
영일만11_연안,수온[℃],0.775665118,0.7,0.8,additive,16.94659563
영일만11_연안,총질소[μg/L],0.39975744,0.3,0.9,multiplicative,178.5112866
영일만11_연안,용존산소[mg/L],1.271377283,0.7,0.8,multiplicative,8.76331331
영일만12_연안,투명도[m],1.210611147,0.5,0.9,multiplicative,9.524148316
영일만12_연안,화학적산소요구량[mg/L],0.838639474,0.3,0.9,multiplicative,1.173245105
영일만12_연안,염분[psu],0.575495634,0.7,0.9,multiplicative,33.69210364
영일만12_연안,클로로필-a[μg/L],0.521303069,0.7,0.9,multiplicative,0.918324892
영일만12_연안,총인[μg/L],0.602993207,0.5,0.9,multiplicative,15.54263801
영일만12_연안,수온[℃],0.540557993,0.7,0.9,multiplicative,15.87220562
영일만12_연안,총질소[μg/L],0.57331624,0.3,0.8,multiplicative,170.3980735
영일만12_연안,용존산소[mg/L],0.419721605,0.5,0.9,multiplicative,8.816882886
영일만2_연안,투명도[m],0.717558955,0.7,0.8,multiplicative,4.467903762
영일만2_연안,화학적산소요구량[mg/L],0.836837005,0.7,0.9,multiplicative,1.044005094
영일만2_연안,염분[psu],0.694991018,0.7,0.9,multiplicative,32.9565193
영일만2_연안,클로로필-a[μg/L],0.507201227,0.3,0.9,multiplicative,2.505548742
영일만2_연안,총인[μg/L],0.893051108,0.7,0.9,additive,15.82996862
영일만2_연안,수온[℃],0.885533607,0.5,0.9,additive,16.43615473
영일만2_연안,총질소[μg/L],0.907509441,0.3,0.9,multiplicative,175.9128609
영일만2_연안,용존산소[mg/L],1.250286157,0.3,0.9,additive,8.668685261
영일만3_연안,투명도[m],1.206397235,0.3,0.8,additive,5.5182973
영일만3_연안,화학적산소요구량[mg/L],0.710058693,0.7,0.8,multiplicative,1.330569466
영일만3_연안,염분[psu],0.537553036,0.5,0.9,multiplicative,33.16503822
영일만3_연안,클로로필-a[μg/L],0.406636071,0.3,0.8,multiplicative,2.342600285
영일만3_연안,총인[μg/L],0.64288506,0.3,0.9,additive,18.97936888
영일만3_연안,수온[℃],0.845154917,0.5,0.8,additive,16.45850759
영일만3_연안,총질소[μg/L],0.917624575,0.3,0.9,additive,153.6541885
영일만3_연안,용존산소[mg/L],1.278263522,0.5,0.9,additive,8.777284353
영일만4_연안,투명도[m],1.043510867,0.7,0.8,multiplicative,4.967184926
영일만4_연안,화학적산소요구량[mg/L],0.428632549,0.7,0.8,multiplicative,1.190755745
영일만4_연안,염분[psu],0.877686429,0.3,0.9,multiplicative,33.02682208
영일만4_연안,클로로필-a[μg/L],0.399997976,0.7,0.8,multiplicative,2.846840648
영일만4_연안,총인[μg/L],0.684168902,0.3,0.8,additive,17.75594731
영일만4_연안,수온[℃],0.896105343,0.3,0.8,additive,16.52629099
영일만4_연안,총질소[μg/L],0.713133392,0.7,0.8,multiplicative,196.2810915
영일만4_연안,용존산소[mg/L],1.292434006,0.5,0.9,multiplicative,9.285678402
영일만5_연안,투명도[m],0.765645047,0.3,0.9,multiplicative,5.594677228
영일만5_연안,화학적산소요구량[mg/L],0.543073173,0.5,0.8,multiplicative,1.27001718
영일만5_연안,염분[psu],0.973557773,0.7,0.8,multiplicative,33.0937055
영일만5_연안,클로로필-a[μg/L],0.504629193,0.7,0.8,multiplicative,2.437455803
영일만5_연안,총인[μg/L],0.77557645,0.3,0.9,multiplicative,16.3821772
영일만5_연안,수온[℃],0.732101263,0.7,0.9,multiplicative,15.87905102
영일만5_연안,총질소[μg/L],0.637257369,0.7,0.8,multiplicative,184.9873803
영일만5_연안,용존산소[mg/L],1.103275769,0.7,0.8,multiplicative,9.181509614
영일만6_연안,투명도[m],0.847104103,0.3,0.9,multiplicative,6.102093505
영일만6_연안,화학적산소요구량[mg/L],0.387173902,0.3,0.9,multiplicative,0.834020569
영일만6_연안,염분[psu],0.747594644,0.7,0.9,multiplicative,33.32684674
영일만6_연안,클로로필-a[μg/L],0.384499918,0.7,0.8,multiplicative,2.00998576
영일만6_연안,총인[μg/L],0.529575663,0.7,0.8,multiplicative,18.4658876
영일만6_연안,수온[℃],0.7635156,0.7,0.9,multiplicative,15.88808625
영일만6_연안,총질소[μg/L],0.627247744,0.7,0.9,multiplicative,179.9421194
영일만6_연안,용존산소[mg/L],1.398672466,0.7,0.9,multiplicative,8.356290625
영일만7_연안,투명도[m],0.891819893,0.7,0.9,multiplicative,6.160048384
영일만7_연안,화학적산소요구량[mg/L],0.588106094,0.5,0.9,multiplicative,0.931062522
영일만7_연안,염분[psu],3.276937175,0.3,0.9,multiplicative,33.54314561
영일만7_연안,클로로필-a[μg/L],0.40271946,0.5,0.8,multiplicative,1.994789156
영일만7_연안,총인[μg/L],0.837500471,0.3,0.8,additive,14.75236849
영일만7_연안,수온[℃],0.717970507,0.7,0.8,additive,16.77821102
영일만7_연안,총질소[μg/L],0.517308408,0.7,0.9,multiplicative,180.7223694
영일만7_연안,용존산소[mg/L],0.729194171,0.7,0.9,multiplicative,8.8135584
영일만8_연안,투명도[m],1.328296518,0.3,0.9,additive,6.929327123
영일만8_연안,화학적산소요구량[mg/L],0.933497033,0.7,0.8,additive,1.407927369
영일만8_연안,염분[psu],1.460067657,0.5,0.8,additive,34.03399198
영일만8_연안,클로로필-a[μg/L],0.481753303,0.3,0.9,multiplicative,0.488024363
영일만8_연안,총인[μg/L],0.543669982,0.3,0.9,additive,15.86006592
영일만8_연안,수온[℃],0.804156826,0.7,0.8,additive,16.83040397
영일만8_연안,총질소[μg/L],0.659975257,0.7,0.8,multiplicative,182.2994105
영일만8_연안,용존산소[mg/L],0.749447404,0.3,0.8,additive,8.725828455
영일만9_연안,투명도[m],1.303336903,0.3,0.9,multiplicative,7.299822693
영일만9_연안,화학적산소요구량[mg/L],0.742719467,0.5,0.9,multiplicative,0.659256323
영일만9_연안,염분[psu],0.674633809,0.7,0.8,multiplicative,33.41146761
영일만9_연안,클로로필-a[μg/L],0.462487112,0.3,0.8,multiplicative,1.359588952
영일만9_연안,총인[μg/L],0.815218643,0.3,0.8,additive,16.33832392
영일만9_연안,수온[℃],0.654562133,0.7,0.9,multiplicative,15.70948888
영일만9_연안,총질소[μg/L],0.905383441,0.7,0.8,multiplicative,156.7843942
영일만9_연안,용존산소[mg/L],0.60367619,0.5,0.8,multiplicative,9.086177329
온산연안1_환경관리,투명도[m],1.073795914,0.7,0.9,multiplicative,1.917877082
온산연안1_환경관리,화학적산소요구량[mg/L],0.389742888,0.3,0.9,multiplicative,1.049871445
온산연안1_환경관리,염분[psu],0.463932329,0.7,0.8,multiplicative,32.68957514
온산연안1_환경관리,클로로필-a[μg/L],0.567009448,0.3,0.9,multiplicative,-0.682532162
온산연안1_환경관리,총인[μg/L],0.114125502,0.7,0.8,multiplicative,27.29282591
온산연안1_환경관리,수온[℃],1.084137683,0.3,0.9,additive,17.18201982
온산연안1_환경관리,총질소[μg/L],0.382042785,0.7,0.9,multiplicative,413.7698552
온산연안1_환경관리,용존산소[mg/L],0.635830096,0.7,0.8,multiplicative,8.459387376
온산연안2_환경관리,투명도[m],0.325528478,0.3,0.9,additive,4.306804386
온산연안2_환경관리,화학적산소요구량[mg/L],0.531517189,0.7,0.9,additive,1.131738048
온산연안2_환경관리,염분[psu],0.546883064,0.3,0.8,multiplicative,33.3654809
온산연안2_환경관리,클로로필-a[μg/L],1.141280517,0.3,0.9,multiplicative,1.999791808
온산연안2_환경관리,총인[μg/L],0.346407457,0.3,0.9,additive,16.92054529
온산연안2_환경관리,수온[℃],0.820432955,0.3,0.9,additive,17.12887741
온산연안2_환경관리,총질소[μg/L],0.459960737,0.7,0.9,multiplicative,209.372772
온산연안2_환경관리,용존산소[mg/L],0.514657094,0.3,0.8,multiplicative,8.286555114
온산연안3_환경관리,투명도[m],0.841929664,0.3,0.8,additive,8.295436472
온산연안3_환경관리,화학적산소요구량[mg/L],0.522963651,0.3,0.8,multiplicative,1.060874468
온산연안3_환경관리,염분[psu],0.476392703,0.5,0.8,multiplicative,33.49408013
온산연안3_환경관리,클로로필-a[μg/L],0.695187652,0.7,0.9,multiplicative,1.762938307
온산연안3_환경관리,총인[μg/L],0.807301157,0.3,0.9,multiplicative,12.48359614
온산연안3_환경관리,수온[℃],0.77169038,0.7,0.9,multiplicative,16.61061617
온산연안3_환경관리,총질소[μg/L],0.752769855,0.3,0.9,multiplicative,183.7663941
온산연안3_환경관리,용존산소[mg/L],0.650914464,0.3,0.9,multiplicative,8.314553748
완도연안1_환경관리,투명도[m],0.486179626,0.5,0.8,multiplicative,1.439598069
완도연안1_환경관리,화학적산소요구량[mg/L],0.257370473,0.7,0.8,additive,1.448458614
완도연안1_환경관리,염분[psu],0.354020608,0.7,0.9,multiplicative,33.10970858
완도연안1_환경관리,클로로필-a[μg/L],0.720628375,0.3,0.8,multiplicative,2.038085405
완도연안1_환경관리,총인[μg/L],0.343963154,0.7,0.8,multiplicative,28.96575424
완도연안1_환경관리,수온[℃],1.046429893,0.7,0.9,multiplicative,15.6181456
완도연안1_환경관리,총질소[μg/L],0.373466958,0.3,0.9,multiplicative,238.7209019
완도연안1_환경관리,용존산소[mg/L],0.494649701,0.7,0.9,additive,8.671088781
완도연안2_환경관리,투명도[m],0.727555949,0.7,0.9,multiplicative,2.159738841
완도연안2_환경관리,화학적산소요구량[mg/L],0.263237196,0.5,0.8,multiplicative,1.66409691
완도연안2_환경관리,염분[psu],0.616198199,0.7,0.8,additive,33.00671883
완도연안2_환경관리,클로로필-a[μg/L],0.658133268,0.7,0.9,additive,0.99879706
완도연안2_환경관리,총인[μg/L],0.387385117,0.7,0.8,additive,29.82943355
완도연안2_환경관리,수온[℃],1.074501133,0.7,0.9,additive,17.70774603
완도연안2_환경관리,총질소[μg/L],0.522412892,0.3,0.9,multiplicative,228.262528
완도연안2_환경관리,용존산소[mg/L],0.432910728,0.7,0.9,multiplicative,8.414048239
완도연안3_환경관리,투명도[m],0.665921744,0.3,0.8,multiplicative,1.882947251
완도연안3_환경관리,화학적산소요구량[mg/L],0.234620565,0.7,0.9,additive,1.528788334
완도연안3_환경관리,염분[psu],0.793291377,0.7,0.9,multiplicative,33.13598554
완도연안3_환경관리,클로로필-a[μg/L],0.662700086,0.3,0.8,additive,1.028642618
완도연안3_환경관리,총인[μg/L],0.220632495,0.3,0.8,multiplicative,28.17972426
완도연안3_환경관리,수온[℃],0.94429258,0.7,0.8,additive,17.17584661
완도연안3_환경관리,총질소[μg/L],0.542218473,0.7,0.9,multiplicative,260.5325904
완도연안3_환경관리,용존산소[mg/L],0.608199474,0.7,0.9,multiplicative,8.425676981
완도연안4_환경관리,투명도[m],0.57557106,0.3,0.9,additive,2.991667369
완도연안4_환경관리,화학적산소요구량[mg/L],0.343525103,0.7,0.9,additive,1.421031018
완도연안4_환경관리,염분[psu],0.654764611,0.7,0.9,multiplicative,33.40596112
완도연안4_환경관리,클로로필-a[μg/L],0.568586494,0.7,0.8,multiplicative,0.72006992
완도연안4_환경관리,총인[μg/L],0.300316322,0.3,0.8,multiplicative,20.18454653
완도연안4_환경관리,수온[℃],0.849082359,0.7,0.9,additive,16.40843768
완도연안4_환경관리,총질소[μg/L],0.429898028,0.7,0.9,multiplicative,216.6813767
완도연안4_환경관리,용존산소[mg/L],0.552662638,0.7,0.8,multiplicative,8.40960376
완도연안5_환경관리,투명도[m],0.715695618,0.7,0.8,additive,2.235288473
완도연안5_환경관리,화학적산소요구량[mg/L],0.675938699,0.7,0.8,additive,1.493945335
완도연안5_환경관리,염분[psu],1.331079843,0.7,0.8,multiplicative,33.18292644
완도연안5_환경관리,클로로필-a[μg/L],0.805153088,0.7,0.9,multiplicative,2.151942823
완도연안5_환경관리,총인[μg/L],0.341906822,0.3,0.8,multiplicative,23.5509644
완도연안5_환경관리,수온[℃],0.814150913,0.7,0.9,additive,16.98567398
완도연안5_환경관리,총질소[μg/L],0.67845933,0.3,0.9,multiplicative,188.4645664
완도연안5_환경관리,용존산소[mg/L],0.708859272,0.7,0.9,additive,8.897230007
울산연안1_환경관리,투명도[m],0.73208088,0.3,0.8,additive,7.355386022
울산연안1_환경관리,화학적산소요구량[mg/L],0.904998639,0.3,0.8,additive,0.957966166
울산연안1_환경관리,염분[psu],0.415466921,0.3,0.8,additive,33.61672121
울산연안1_환경관리,클로로필-a[μg/L],0.568293622,0.7,0.9,multiplicative,1.817284474
울산연안1_환경관리,총인[μg/L],0.419681524,0.7,0.9,multiplicative,16.279933
울산연안1_환경관리,수온[℃],0.826261725,0.3,0.9,additive,18.15541419
울산연안1_환경관리,총질소[μg/L],0.913822853,0.3,0.8,multiplicative,161.5716104
울산연안1_환경관리,용존산소[mg/L],0.715957663,0.3,0.8,multiplicative,8.151934539
울산연안2_환경관리,투명도[m],1.61479887,0.7,0.8,additive,5.487898206
울산연안2_환경관리,화학적산소요구량[mg/L],1.396841104,0.7,0.9,multiplicative,0.673571225
울산연안2_환경관리,염분[psu],0.726448708,0.3,0.9,additive,33.60250055
울산연안2_환경관리,클로로필-a[μg/L],1.082771178,0.3,0.8,multiplicative,2.118581133
울산연안2_환경관리,총인[μg/L],0.344663571,0.5,0.9,additive,15.31303154
울산연안2_환경관리,수온[℃],0.942155233,0.3,0.9,additive,17.61086901
울산연안2_환경관리,총질소[μg/L],0.572966422,0.7,0.8,multiplicative,189.6943871
울산연안2_환경관리,용존산소[mg/L],0.451472781,0.3,0.9,multiplicative,8.32913985
울산연안3_환경관리,투명도[m],0.414646847,0.5,0.8,additive,3.362216288
울산연안3_환경관리,화학적산소요구량[mg/L],0.689031528,0.7,0.9,additive,1.433247097
울산연안3_환경관리,염분[psu],1.527405212,0.3,0.8,multiplicative,32.24703548
울산연안3_환경관리,클로로필-a[μg/L],0.679860233,0.3,0.8,multiplicative,1.07279624
울산연안3_환경관리,총인[μg/L],0.243778485,0.3,0.9,multiplicative,37.72757218
울산연안3_환경관리,수온[℃],0.803915099,0.3,0.9,additive,17.26859719
울산연안3_환경관리,총질소[μg/L],0.886500952,0.7,0.9,multiplicative,341.9914057
울산연안3_환경관리,용존산소[mg/L],0.465057272,0.7,0.9,multiplicative,8.589074433
울산연안4_환경관리,투명도[m],0.472229035,0.5,0.8,multiplicative,2.129787877
울산연안4_환경관리,화학적산소요구량[mg/L],0.310647976,0.7,0.9,multiplicative,1.472105754
울산연안4_환경관리,염분[psu],0.880691979,0.3,0.8,multiplicative,31.42395859
울산연안4_환경관리,클로로필-a[μg/L],0.523089508,0.7,0.9,multiplicative,3.422694781
울산연안4_환경관리,총인[μg/L],0.666139206,0.7,0.8,multiplicative,71.53509595
울산연안4_환경관리,수온[℃],1.039227584,0.3,0.9,additive,16.71861793
울산연안4_환경관리,총질소[μg/L],0.794099631,0.3,0.9,multiplicative,626.7002522
울산연안4_환경관리,용존산소[mg/L],0.559777671,0.7,0.8,multiplicative,7.955726474
월포연안1_연안,투명도[m],0.725806897,0.7,0.8,multiplicative,8.942431996
월포연안1_연안,화학적산소요구량[mg/L],0.282377764,0.3,0.9,multiplicative,1.362263178
월포연안1_연안,염분[psu],0.906503305,0.5,0.9,multiplicative,33.66925692
월포연안1_연안,클로로필-a[μg/L],0.441629286,0.3,0.9,multiplicative,1.572660926
월포연안1_연안,총인[μg/L],0.584787271,0.5,0.9,multiplicative,15.47111461
월포연안1_연안,수온[℃],0.661747746,0.3,0.9,additive,16.87468161
월포연안1_연안,총질소[μg/L],0.575790121,0.7,0.9,multiplicative,182.2083101
월포연안1_연안,용존산소[mg/L],0.679982342,0.7,0.8,multiplicative,8.542595559
인천연안10_환경관리,투명도[m],0.403369254,0.7,0.8,multiplicative,1.259532152
인천연안10_환경관리,화학적산소요구량[mg/L],1.220339777,0.7,0.8,multiplicative,2.030908346
인천연안10_환경관리,염분[psu],1.73371102,0.7,0.8,multiplicative,30.24498603
인천연안10_환경관리,클로로필-a[μg/L],1.482680097,0.3,0.8,additive,2.066095187
인천연안10_환경관리,총인[μg/L],0.387487624,0.3,0.8,multiplicative,55.94154857
인천연안10_환경관리,수온[℃],1.085658518,0.5,0.9,additive,14.92769312
인천연안10_환경관리,총질소[μg/L],0.50942181,0.7,0.9,multiplicative,648.0328966
인천연안10_환경관리,용존산소[mg/L],0.788515999,0.3,0.9,multiplicative,9.013987333
인천연안11_환경관리,투명도[m],0.62483767,0.5,0.8,multiplicative,1.718744109
인천연안11_환경관리,화학적산소요구량[mg/L],0.650189788,0.7,0.9,multiplicative,1.032947537
인천연안11_환경관리,염분[psu],1.636937368,0.7,0.8,multiplicative,30.78798571
인천연안11_환경관리,클로로필-a[μg/L],0.366353806,0.5,0.8,multiplicative,1.758512852
인천연안11_환경관리,총인[μg/L],0.959212258,0.3,0.9,multiplicative,43.95424473
인천연안11_환경관리,수온[℃],1.011719003,0.3,0.9,additive,14.7117679
인천연안11_환경관리,총질소[μg/L],0.682164446,0.3,0.8,multiplicative,358.1106847
인천연안11_환경관리,용존산소[mg/L],0.697820303,0.7,0.9,multiplicative,9.024970715
인천연안12_환경관리,투명도[m],0.831908601,0.3,0.8,additive,2.134450152
인천연안12_환경관리,화학적산소요구량[mg/L],0.488532367,0.7,0.8,additive,1.85793772
인천연안12_환경관리,염분[psu],1.223238759,0.3,0.9,multiplicative,30.92178986
인천연안12_환경관리,클로로필-a[μg/L],0.799256714,0.3,0.8,multiplicative,2.877271902
인천연안12_환경관리,총인[μg/L],0.771577507,0.7,0.9,additive,43.47073736
인천연안12_환경관리,수온[℃],0.990474168,0.7,0.8,additive,15.12625998
인천연안12_환경관리,총질소[μg/L],0.353467758,0.3,0.9,multiplicative,523.1832767
인천연안12_환경관리,용존산소[mg/L],0.683727326,0.7,0.8,multiplicative,8.893661675
인천연안13_환경관리,투명도[m],0.4700216,0.5,0.9,multiplicative,1.756001283
인천연안13_환경관리,화학적산소요구량[mg/L],0.998230242,0.7,0.8,additive,1.643409291
인천연안13_환경관리,염분[psu],0.916076544,0.3,0.8,multiplicative,31.03224099
인천연안13_환경관리,클로로필-a[μg/L],1.037004181,0.5,0.8,multiplicative,1.855912848
인천연안13_환경관리,총인[μg/L],0.244972327,0.3,0.9,multiplicative,38.81565748
인천연안13_환경관리,수온[℃],0.858436845,0.7,0.9,additive,14.38875507
인천연안13_환경관리,총질소[μg/L],0.33468955,0.7,0.8,multiplicative,331.3321892
인천연안13_환경관리,용존산소[mg/L],0.753624561,0.7,0.9,additive,9.130762305
인천연안14_환경관리,투명도[m],0.70346492,0.5,0.8,multiplicative,2.117773537
인천연안14_환경관리,화학적산소요구량[mg/L],0.66751751,0.7,0.8,multiplicative,1.931199333
인천연안14_환경관리,염분[psu],0.792362796,0.5,0.8,multiplicative,31.02471885
인천연안14_환경관리,클로로필-a[μg/L],0.866442284,0.3,0.8,multiplicative,1.581654281
인천연안14_환경관리,총인[μg/L],0.238910456,0.3,0.8,multiplicative,36.7417865
인천연안14_환경관리,수온[℃],0.872736839,0.5,0.9,additive,14.1163306
인천연안14_환경관리,총질소[μg/L],0.372220449,0.7,0.9,multiplicative,362.8542963
인천연안14_환경관리,용존산소[mg/L],0.733060813,0.7,0.9,multiplicative,9.016855331
인천연안15_환경관리,투명도[m],0.676717601,0.3,0.8,multiplicative,1.754728235
인천연안15_환경관리,화학적산소요구량[mg/L],1.217185177,0.7,0.9,multiplicative,1.363421732
인천연안15_환경관리,염분[psu],1.568488279,0.7,0.9,multiplicative,31.06592214
인천연안15_환경관리,클로로필-a[μg/L],0.974553468,0.3,0.8,multiplicative,1.763290203
인천연안15_환경관리,총인[μg/L],0.463308627,0.5,0.8,multiplicative,39.80243985
인천연안15_환경관리,수온[℃],0.907967479,0.3,0.9,additive,14.35199983
인천연안15_환경관리,총질소[μg/L],0.644062952,0.7,0.8,multiplicative,286.1229451
인천연안15_환경관리,용존산소[mg/L],0.950343969,0.3,0.8,multiplicative,8.842119919
인천연안1_환경관리,투명도[m],0.5531391,0.7,0.8,multiplicative,0.655476194
인천연안1_환경관리,화학적산소요구량[mg/L],1.736661031,0.5,0.8,multiplicative,2.765071193
인천연안1_환경관리,염분[psu],2.143147225,0.3,0.8,multiplicative,25.08099944
인천연안1_환경관리,클로로필-a[μg/L],1.096472209,0.7,0.9,additive,1.563152318
인천연안1_환경관리,총인[μg/L],0.192326904,0.3,0.9,multiplicative,85.90192149
인천연안1_환경관리,수온[℃],1.10733096,0.7,0.9,multiplicative,14.25568167
인천연안1_환경관리,총질소[μg/L],0.648643266,0.3,0.9,multiplicative,322.0931145
